Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A4XBE5	SUCC_SALTO	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Strop_3813	Salinispora tropica (strain ATCC BAA-916 / DSM 44818 / CNB-440)	392
O28097	SUCC2_ARCFU	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta 2 (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta 2) (SCS-beta 2)	sucC2 AF_2186	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	380
Q6MBM7	SUCC_PARUW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC pc1298	Protochlamydia amoebophila (strain UWE25)	389
B0SAP0	SUCC_LEPBA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC LBF_2003	Leptospira biflexa serovar Patoc (strain Patoc 1 / Ames)	389
A0PWD1	SUCC_MYCUA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MUL_4720	Mycobacterium ulcerans (strain Agy99)	387
B1MJJ0	SUCC_MYCA9	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MAB_1056	Mycobacteroides abscessus (strain ATCC 19977 / DSM 44196 / CIP 104536 / JCM 13569 / NCTC 13031 / TMC 1543) (Mycobacterium abscessus)	389
Q0I3A8	SUCC_HAES1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC HS_0957	Haemophilus somnus (strain 129Pt) (Histophilus somni)	389
Q72PA2	SUCC_LEPIC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC LIC_12573	Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	390
A4T6V7	SUCC_MYCGI	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Mflv_1865	Mycolicibacterium gilvum (strain PYR-GCK) (Mycobacterium gilvum (strain PYR-GCK))	387
A4TNT8	SUCC_YERPP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPDSF_2582	Yersinia pestis (strain Pestoides F)	388
Q32IK3	SUCC_SHIDS	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SDY_0666	Shigella dysenteriae serotype 1 (strain Sd197)	388
A6QGE5	SUCC_STAAE	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC NWMN_1155	Staphylococcus aureus (strain Newman)	388
B2ST87	SUCC_XANOP	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PXO_04879	Xanthomonas oryzae pv. oryzae (strain PXO99A)	389
Q0HW00	SUCC_SHESR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Shewmr7_1712	Shewanella sp. (strain MR-7)	388
A1RIT3	SUCC_SHESW	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Sputw3181_1741	Shewanella sp. (strain W3-18-1)	388
Q6G9W7	SUCD_STAAS	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SAS1180	Staphylococcus aureus (strain MSSA476)	302
Q4ULQ8	SUCD_RICFE	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD RF_0664	Rickettsia felis (strain ATCC VR-1525 / URRWXCal2) (Rickettsia azadi)	292
Q5HGI6	SUCD_STAAC	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD SACOL1263	Staphylococcus aureus (strain COL)	302
Q7W789	SUCC_BORPA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BPP2638	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	386
C1EP60	SUCC_BACC3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCA_3935	Bacillus cereus (strain 03BB102)	386
A5E936	SUCC_BRASB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BBta_0393	Bradyrhizobium sp. (strain BTAi1 / ATCC BAA-1182)	398
A0JT43	SUCC_ARTS2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Arth_0815	Arthrobacter sp. (strain FB24)	389
A7I2F2	SUCC_CAMHC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC CHAB381_1137	Campylobacter hominis (strain ATCC BAA-381 / LMG 19568 / NCTC 13146 / CH001A)	387
Q64U25	SUCC_BACFR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BF2257	Bacteroides fragilis (strain YCH46)	382
A1VUC0	SUCC_POLNA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Pnap_3953	Polaromonas naphthalenivorans (strain CJ2)	386
B7UVD3	SUCC_PSEA8	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC PLES_37391	Pseudomonas aeruginosa (strain LESB58)	388
A5CC52	SUCC_ORITB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC OTBS_0151	Orientia tsutsugamushi (strain Boryong) (Rickettsia tsutsugamushi)	386
Q04QS3	SUCC_LEPBJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC LBJ_2273	Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197)	390
A9B0I2	SUCC_HERA2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Haur_4569	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	378
A6SUY3	SUCC_JANMA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC mma_0390	Janthinobacterium sp. (strain Marseille) (Minibacterium massiliensis)	388
Q5X7K6	SUCC_LEGPA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC lpp0599	Legionella pneumophila (strain Paris)	387
A8Z3S5	SUCC_STAAT	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC USA300HOU_1176	Staphylococcus aureus (strain USA300 / TCH1516)	388
A0KVX6	SUCC_SHESA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Shewana3_1712	Shewanella sp. (strain ANA-3)	388
Q5H2H4	SUCC_XANOR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC XOO1593	Xanthomonas oryzae pv. oryzae (strain KACC10331 / KXO85)	389
A6U164	SUCC_STAA2	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SaurJH1_1329	Staphylococcus aureus (strain JH1)	388
B0U5F8	SUCC_XYLFM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Xfasm12_2117	Xylella fastidiosa (strain M12)	387
B7GXK7	SUCC_ACIB3	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC ABBFA_000766	Acinetobacter baumannii (strain AB307-0294)	388
B5EMG2	SUCC_ACIF5	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Lferr_0587	Acidithiobacillus ferrooxidans (strain ATCC 53993) (Leptospirillum ferrooxidans (ATCC 53993))	387
Q7WKM5	SUCC_BORBR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BB2081	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	386
C3L791	SUCC_BACAC	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BAMEG_0658	Bacillus anthracis (strain CDC 684 / NRRL 3495)	386
A5FYZ9	SUCC_ACICJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Acry_1625	Acidiphilium cryptum (strain JF-5)	398
A1WZ92	SUCC_HALHL	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Hhal_2240	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	391
A3PN13	SUCC_RHOS1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Rsph17029_2627	Rhodobacter sphaeroides (strain ATCC 17029 / ATH 2.4.9)	397
B3PQ90	SUCC_RHIE6	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC RHECIAT_CH0004173	Rhizobium etli (strain CIAT 652)	397
C3LP35	SUCC_VIBCM	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC VCM66_2009	Vibrio cholerae serotype O1 (strain M66-2)	388
A7X1L8	SUCC_STAA1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SAHV_1235	Staphylococcus aureus (strain Mu3 / ATCC 700698)	388
Q1CAG1	SUCC_YERPA	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC YPA_0593	Yersinia pestis bv. Antiqua (strain Antiqua)	388
O28733	SUCD1_ARCFU	reviewed	Succinate--CoA ligase [ADP-forming] subunit alpha 1 (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha 1) (SCS-alpha 1)	sucD1 AF_1539	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	291
P99071	SUCC_STAAN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SA1088	Staphylococcus aureus (strain N315)	388
B2V8I4	SUCC_SULSY	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC SYO3AOP1_0620	Sulfurihydrogenibium sp. (strain YO3AOP1)	389
B0RPQ9	SUCC_XANCB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC xcc-b100_1096	Xanthomonas campestris pv. campestris (strain B100)	389
Q732N4	SUCC_BACC1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BCE_3878	Bacillus cereus (strain ATCC 10987 / NRS 248)	386
A3NRX7	SUCC_BURP0	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC BURPS1106A_0817	Burkholderia pseudomallei (strain 1106a)	388
A4JHJ8	SUCC_BURVG	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Bcep1808_2760	Burkholderia vietnamiensis (strain G4 / LMG 22486) (Burkholderia cepacia (strain R1808))	388
Q475M1	SUCC_CUPPJ	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Reut_A0530	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	389
B8D5I6	SUCC_DESA1	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC DKAM_1041	Desulfurococcus amylolyticus (strain DSM 18924 / JCM 16383 / VKM B-2413 / 1221n) (Desulfurococcus kamchatkensis)	379
A9N8R8	SUCC_COXBR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC COXBURSA331_A1557	Coxiella burnetii (strain RSA 331 / Henzerling II)	390
B8FLW6	SUCC_DESAL	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Dalk_3783	Desulfatibacillum aliphaticivorans	386
Q47AN8	SUCC_DECAR	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC Daro_3364	Dechloromonas aromatica (strain RCB)	386
B8ZU00	SUCC_MYCLB	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC MLBr00155	Mycobacterium leprae (strain Br4923)	393
